毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间
27.35%,2.82亿,7.483,6756万,59.01亿,1.218元,617.98,http://quote.eastmoney.com/sz002657.html,-44.55%,0.025,31.23%,3.38亿,002657,中科金财,2.65%,70.52亿,2.79,7.24%,8.23亿,2012-02-28
47.28%,3.05亿,3.512,1.40亿,25.99亿,1.666元,21.64,http://quote.eastmoney.com/sz002658.html,19.16%,0.296,25.99%,6.05亿,002658,雪迪龙,7.23%,51.60亿,2.43,16.61%,8.48亿,2012-03-09
-6.41%,3.11亿,4.225,-7141万,27.99亿,-0.125元,-,http://quote.eastmoney.com/sz002659.html,-15.29%,-0.197,43.48%,4.99亿,002659,凯文教育,-3.22%,44.87亿,2.13,-44.54%,1.57亿,2012-03-09
18.37%,2.11亿,2.045,727.5万,16.31亿,0.390元,-,http://quote.eastmoney.com/sz002660.html,-60.57%,-0.911,59.27%,2.74亿,002660,茂硕电源,0.85%,21.18亿,3.77,0.82%,9.75亿,2012-03-16
24.39%,3.27亿,6.777,1.64亿,45.40亿,1.485元,18.32,http://quote.eastmoney.com/sz002661.html,66.87%,0.568,40.62%,3.32亿,002661,克明面业,7.49%,46.04亿,2.05,8.15%,19.99亿,2012-03-16
17.22%,14.59亿,3.456,7.78亿,75.43亿,1.166元,57.74,http://quote.eastmoney.com/sz002662.html,234.06%,0.067,40.92%,15.00亿,002662,京威股份,14.27%,77.55亿,1.50,20.82%,41.97亿,2012-03-09
13.70%,12.50亿,2.848,1.39亿,42.49亿,0.748元,116.66,http://quote.eastmoney.com/sz002663.html,6.43%,0.022,41.17%,17.96亿,002663,普邦股份,2.70%,61.06亿,1.19,5.64%,25.29亿,2012-03-16
23.34%,3.50亿,5.406,1.99亿,52.70亿,2.849元,17.37,http://quote.eastmoney.com/sz002664.html,3.20%,0.650,35.68%,4.00亿,002664,长鹰信质,9.85%,60.24亿,2.79,11.06%,19.66亿,2012-03-16
27.22%,22.56亿,2.606,-1634万,88.90亿,0.288元,-,http://quote.eastmoney.com/sz002665.html,-114.66%,-0.296,20.21%,25.39亿,002665,首航节能,-0.22%,100.0亿,1.51,-4.26%,4.92亿,2012-03-27
15.11%,4.43亿,3.960,9507万,22.36亿,1.503元,17.98,http://quote.eastmoney.com/sz002666.html,6.85%,0.211,20.58%,7.54亿,002666,德联集团,3.29%,38.09亿,1.28,3.63%,26.47亿,2012-03-27
40.23%,1.64亿,3.322,1879万,13.46亿,1.181元,115.01,http://quote.eastmoney.com/sz002667.html,-23.31%,0.054,16.24%,2.31亿,002667,鞍重股份,2.45%,18.98亿,2.47,13.33%,1.37亿,2012-03-29
32.40%,6.54亿,2.281,2.72亿,46.59亿,1.694元,-,http://quote.eastmoney.com/sz002668.html,-9.41%,-1.709,66.71%,10.84亿,002668,奥马电器,7.42%,77.19亿,3.12,4.37%,61.04亿,2012-04-16
27.04%,2.29亿,7.938,6027万,31.29亿,1.596元,30.58,http://quote.eastmoney.com/sz002669.html,23.01%,0.336,16.12%,2.41亿,002669,康达新材,3.39%,33.01亿,1.72,8.59%,6.96亿,2012-04-16
0.00%,6.28亿,5.896,-2.54亿,84.92亿,0.461元,-,http://quote.eastmoney.com/sz002670.html,-175.49%,-0.278,64.42%,19.35亿,002670,国盛金控,-2.06%,261.8亿,2.29,-17758.80%,143.1万,2012-04-16
41.22%,3.38亿,4.244,1917万,16.62亿,0.824元,-,http://quote.eastmoney.com/sz002671.html,177.79%,-0.201,38.82%,4.72亿,002671,龙泉股份,0.91%,23.24亿,1.16,2.29%,7.43亿,2012-04-26
34.67%,6.54亿,4.551,3.73亿,81.86亿,2.796元,20.37,http://quote.eastmoney.com/sz002672.html,14.21%,0.461,52.72%,8.87亿,002672,东江环保,9.52%,111.0亿,2.75,17.50%,24.73亿,2012-04-26
0.00%,35.02亿,4.957,3.44亿,375.7亿,0.577元,140.86,http://quote.eastmoney.com/sz002673.html,-51.55%,0.057,67.11%,35.02亿,002673,西部证券,1.96%,375.7亿,2.16,21.10%,16.27亿,2012-05-03
10.70%,2.40亿,7.665,5516万,29.57亿,1.652元,24.08,http://quote.eastmoney.com/sz002674.html,59.53%,0.383,15.75%,3.02亿,002674,兴业科技,2.40%,37.16亿,1.60,4.34%,12.70亿,2012-05-07
17.02%,7.20亿,1.439,-1388万,27.29亿,0.269元,346.49,http://quote.eastmoney.com/sz002676.html,-236.20%,0.008,42.45%,7.20亿,002676,顺威股份,-1.36%,27.29亿,2.63,-1.10%,12.56亿,2012-05-25
51.33%,2.86亿,2.114,2.47亿,35.54亿,0.644元,15.93,http://quote.eastmoney.com/sz002677.html,36.87%,0.585,26.15%,6.46亿,002677,浙江美大,19.60%,80.30亿,5.88,26.50%,9.33亿,2012-05-25
30.27%,13.57亿,2.417,1.43亿,98.38亿,0.574元,41.79,http://quote.eastmoney.com/sz002678.html,11.49%,0.130,19.46%,13.58亿,002678,珠江钢琴,4.41%,98.48亿,3.00,9.06%,15.52亿,2012-05-30
70.44%,2.36亿,3.234,1284万,54.55亿,0.938元,82.35,http://quote.eastmoney.com/sz002679.html,314.15%,0.211,56.34%,2.36亿,002679,福建金森,1.70%,54.55亿,7.16,14.35%,8903万,2012-06-05
22.01%,11.08亿,2.543,2.62亿,60.40亿,0.739元,-,http://quote.eastmoney.com/sz002681.html,-5.89%,-0.378,27.30%,20.65亿,002681,奋达科技,4.18%,112.5亿,2.14,10.84%,24.12亿,2012-06-05
13.61%,4.32亿,5.063,9133万,23.59亿,1.314元,13.69,http://quote.eastmoney.com/sz002682.html,-14.68%,0.299,61.45%,5.62亿,002682,龙洲股份,3.32%,30.71亿,1.08,3.80%,31.30亿,2012-06-12
21.08%,5.98亿,4.299,1.53亿,75.58亿,1.009元,31.37,http://quote.eastmoney.com/sz002683.html,44.96%,0.302,49.48%,7.07亿,002683,宏大爆破,5.18%,89.38亿,2.94,6.11%,30.74亿,2012-06-12
4.86%,4.04亿,0.896,-5.87亿,29.98亿,-0.864元,-,http://quote.eastmoney.com/sz002684.html,-734.19%,-3.854,78.55%,5.67亿,002684,猛狮科技,-24.48%,42.16亿,8.29,-54.96%,11.45亿,2012-06-12
9.36%,6.99亿,4.595,3.45亿,45.08亿,0.587元,15.67,http://quote.eastmoney.com/sz002685.html,1366.93%,0.309,21.39%,10.08亿,002685,华东重机,7.65%,65.00亿,1.40,5.33%,68.60亿,2012-06-12
28.55%,3.48亿,3.385,7686万,25.73亿,1.288元,90.75,http://quote.eastmoney.com/sz002686.html,-27.18%,0.061,48.66%,4.42亿,002686,亿利达,5.02%,32.64亿,2.18,7.18%,10.93亿,2012-07-03
50.90%,3.19亿,3.123,5902万,21.27亿,0.641元,15.86,http://quote.eastmoney.com/sz002687.html,26.73%,0.315,25.41%,3.55亿,002687,乔治白,5.83%,23.63亿,2.13,9.60%,6.48亿,2012-07-13
37.75%,6.23亿,2.641,1.29亿,35.59亿,0.752元,16.70,http://quote.eastmoney.com/sz002688.html,29.87%,0.256,45.27%,6.35亿,002688,金河生物,8.13%,36.28亿,2.16,11.98%,11.11亿,2012-07-13
25.20%,10.41亿,1.314,-1252万,59.53亿,0.207元,477.98,http://quote.eastmoney.com/sz002689.html,-134.22%,0.009,45.03%,10.43亿,002689,远大智能,-0.84%,59.68亿,4.35,-1.87%,7.24亿,2012-07-17
54.53%,3.27亿,3.417,3.20亿,90.98亿,1.118元,31.41,http://quote.eastmoney.com/sz002690.html,22.35%,0.664,14.51%,6.76亿,002690,美亚光电,14.57%,187.9亿,8.13,37.15%,8.61亿,2012-07-31
34.03%,3.39亿,2.578,1173万,27.36亿,0.588元,141.03,http://quote.eastmoney.com/sz002691.html,47.00%,0.043,10.94%,3.40亿,002691,冀凯股份,1.35%,27.44亿,3.13,4.30%,2.73亿,2012-07-31
16.94%,7.15亿,2.124,3564万,34.62亿,0.802元,73.41,http://quote.eastmoney.com/sz002692.html,-23.62%,0.049,51.87%,7.18亿,002692,远程股份,2.35%,34.76亿,2.28,1.57%,22.32亿,2012-08-08
63.39%,4.03亿,1.290,-3245万,21.54亿,-0.541元,-,http://quote.eastmoney.com/sz002693.html,-237.32%,-0.171,39.63%,4.05亿,002693,双成药业,-5.64%,21.63亿,4.14,-18.54%,2.59亿,2012-08-08
19.41%,4.99亿,1.648,1744万,26.53亿,0.565元,-,http://quote.eastmoney.com/sz002694.html,-11.33%,-0.182,59.84%,5.97亿,002694,顾地科技,1.58%,31.77亿,3.23,0.72%,12.79亿,2012-08-16
34.80%,4.53亿,3.688,1.69亿,58.67亿,1.312元,28.84,http://quote.eastmoney.com/sz002695.html,38.37%,0.337,19.37%,5.14亿,002695,煌上煌,9.44%,66.50亿,3.51,12.08%,14.55亿,2012-09-05
24.34%,2.10亿,5.455,1.30亿,20.19亿,1.252元,92.17,http://quote.eastmoney.com/sz002696.html,158.90%,0.078,36.04%,3.95亿,002696,百洋股份,5.78%,37.95亿,1.76,6.33%,21.76亿,2012-09-05
