,fz_2007-12-31,fz_2008-12-31,fz_2009-12-31,fz_2010-12-31,fz_2011-12-31,fz_2012-12-31,fz_2013-12-31,fz_2014-12-31,fz_2015-12-31,fz_2016-12-31,fz_2017-12-31,lrl_2007-12-31,lrl_2008-12-31,lrl_2009-12-31,lrl_2010-12-31,lrl_2011-12-31,lrl_2012-12-31,lrl_2013-12-31,lrl_2014-12-31,lrl_2015-12-31,lrl_2016-12-31,lrl_2017-12-31,roe_2007-12-31,roe_2008-12-31,roe_2009-12-31,roe_2010-12-31,roe_2011-12-31,roe_2012-12-31,roe_2013-12-31,roe_2014-12-31,roe_2015-12-31,roe_2016-12-31,roe_2017-12-31,zz_2007-12-31,zz_2008-12-31,zz_2009-12-31,zz_2010-12-31,zz_2011-12-31,zz_2012-12-31,zz_2013-12-31,zz_2014-12-31,zz_2015-12-31,zz_2016-12-31,zz_2017-12-31
sh600537,,,41.27%,49.53%,61.91%,75.11%,73.59%,74.43%,59.10%,57.24%,45.49%,,,1.62%,-7.69%,2.72%,-35.04%,2.50%,3.55%,4.71%,6.95%,1.18%,,,0.49%,-8.39%,5.64%,-44.46%,5.67%,9.29%,9.14%,12.45%,1.42%,,,0.45次,0.51次,1.36次,0.40次,0.56次,0.64次,0.81次,0.75次,0.60次
sz300147,,,51.65%,25.78%,26.14%,47.90%,50.79%,47.85%,23.78%,53.88%,57.97%,,,13.75%,14.69%,13.78%,13.63%,13.57%,14.21%,13.77%,5.24%,5.13%,,,24.53%,23.19%,6.12%,7.49%,10.24%,11.83%,6.90%,1.94%,1.92%,,,0.61次,0.40次,0.33次,0.33次,0.39次,0.43次,0.36次,0.29次,0.25次
sh600179,,,66.07%,63.42%,79.03%,82.10%,86.27%,99.61%,127.96%,63.16%,65.45%,,,-16.05%,1.01%,-24.08%,0.99%,0.59%,-28.49%,-30.99%,10.57%,8.17%,,,-31.83%,2.65%,-81.62%,6.01%,3.46%,-191.00%,210.83%,22.24%,20.29%,,,0.77次,0.87次,1.01次,1.09次,0.83次,0.56次,0.67次,0.99次,0.88次
sh603808,,,,,27.10%,25.96%,25.36%,22.10%,18.91%,29.60%,33.23%,,,,,19.46%,20.41%,19.24%,18.55%,19.14%,19.64%,17.27%,,,,,31.68%,28.24%,25.71%,21.12%,13.07%,12.29%,15.82%,,,,,1.96次,1.02次,0.98次,0.91次,0.62次,0.51次,0.67次
sz300378,,,82.58%,51.67%,43.76%,39.82%,37.38%,22.30%,26.94%,33.96%,37.50%,,,7.05%,7.23%,9.64%,9.59%,9.12%,5.98%,1.19%,3.73%,5.32%,,,12.61%,21.52%,23.62%,19.60%,16.16%,5.73%,1.03%,3.50%,5.13%,,,1.73次,1.03次,1.25次,1.17次,1.10次,0.85次,0.67次,0.68次,0.65次
sz002082,,,27.47%,28.90%,27.12%,29.95%,23.31%,16.42%,16.71%,15.79%,23.65%,,,1.94%,1.93%,1.49%,0.83%,0.99%,0.99%,0.59%,0.80%,0.69%,,,16.09%,17.82%,16.15%,8.13%,9.87%,8.73%,4.81%,5.16%,7.03%,,,5.93次,6.61次,7.87次,7.28次,7.57次,7.39次,7.30次,5.61次,7.79次
sz002658,,,36.08%,29.32%,21.84%,8.05%,12.30%,16.48%,12.67%,13.00%,13.69%,,,23.01%,11.48%,24.85%,26.38%,22.78%,26.82%,26.21%,19.46%,19.64%,,,38.80%,16.28%,27.30%,11.46%,11.93%,15.79%,18.07%,11.86%,11.95%,,,1.00次,0.93次,0.82次,0.47次,0.47次,0.50次,0.58次,0.53次,0.52次
sh600400,,,67.94%,69.49%,73.23%,75.75%,75.98%,69.99%,62.35%,54.58%,15.58%,,,2.76%,3.58%,2.29%,1.38%,1.83%,2.59%,3.36%,5.80%,22.46%,,,1.90%,4.55%,2.62%,2.06%,3.48%,4.62%,4.80%,5.62%,14.18%,,,0.27次,0.45次,0.31次,0.25次,0.35次,0.44次,0.42次,0.37次,0.35次
sh600681,,,734.96%,"1,199.50%",88.22%,85.30%,84.94%,84.70%,84.06%,37.50%,44.48%,,,141.67%,426.17%,144.16%,3.65%,-6.90%,5.21%,-25.28%,32.19%,29.14%,,,0.00%,0.00%,--,13.73%,-26.68%,10.77%,-18.26%,32.94%,32.13%,,,0.07次,0.12次,0.18次,0.54次,0.46次,0.34次,0.09次,0.95次,0.57次
sz300672,,,,,,,23.12%,42.67%,14.40%,16.35%,11.63%,,,,,,,7.14%,19.02%,10.14%,10.13%,11.14%,,,,,,,9.83%,42.25%,21.55%,7.57%,6.40%,,,,,,,1.11次,0.76次,0.64次,0.58次,0.43次
sz300603,,,,,,46.52%,57.11%,47.83%,48.97%,56.24%,69.15%,,,,,,8.70%,11.95%,6.61%,9.36%,9.78%,8.26%,,,,,,27.43%,21.28%,8.32%,11.86%,14.20%,21.04%,,,,,,1.94次,0.84次,0.60次,0.65次,0.68次,0.98次
sh600303,,,71.69%,67.81%,67.44%,66.72%,69.59%,69.80%,74.96%,68.14%,57.88%,,,4.07%,4.05%,2.80%,2.78%,-6.35%,0.59%,2.44%,1.83%,8.32%,,,11.91%,15.91%,8.20%,7.11%,-10.77%,0.47%,4.47%,2.40%,10.68%,,,0.85次,1.04次,0.87次,0.71次,0.62次,0.51次,0.48次,0.38次,0.45次
sz001979,,,,,,,73.72%,73.02%,70.52%,68.96%,72.11%,,,,,,,17.80%,14.48%,16.35%,19.17%,19.89%,,,,,,,--,17.90%,27.96%,19.04%,20.32%,,,,,,,0.46次,0.28次,0.26次,0.28次,0.26次
sz300430,,,,,47.36%,54.28%,58.73%,57.25%,32.61%,30.40%,19.20%,,,,,19.72%,17.41%,16.93%,16.30%,15.56%,14.40%,16.02%,,,,,29.19%,23.97%,20.71%,18.24%,10.24%,8.50%,7.30%,,,,,1.25次,0.67次,0.53次,0.47次,0.42次,0.40次,0.39次
sz002106,,,16.16%,16.22%,11.61%,9.52%,19.61%,20.24%,18.39%,20.00%,18.81%,,,28.36%,39.68%,37.13%,11.86%,3.40%,0.73%,-25.12%,6.64%,3.73%,,,10.98%,24.11%,20.54%,5.82%,1.80%,0.33%,-15.93%,5.95%,3.82%,,,0.33次,0.50次,0.46次,0.43次,0.50次,0.45次,0.51次,0.75次,0.86次
sh603703,,,,,68.93%,60.52%,59.95%,54.44%,32.39%,38.44%,50.00%,,,,,11.61%,11.97%,11.58%,13.83%,9.72%,6.31%,2.85%,,,,,36.45%,25.09%,20.30%,22.62%,8.03%,5.24%,3.89%,,,,,1.65次,0.74次,0.70次,0.70次,0.52次,0.52次,0.89次
sh603816,,,,,54.84%,48.31%,45.65%,51.39%,56.28%,33.92%,38.63%,,,,,18.21%,14.02%,14.94%,12.97%,13.31%,11.94%,12.47%,,,,,62.13%,48.49%,52.41%,49.43%,49.88%,37.25%,22.26%,,,,,3.28次,1.61次,1.80次,1.77次,1.66次,1.26次,1.13次
sh603838,,,,,21.73%,30.12%,21.27%,19.80%,14.29%,14.83%,12.32%,,,,,12.24%,10.02%,10.49%,10.55%,11.76%,14.23%,9.93%,,,,,31.19%,17.23%,15.73%,14.62%,11.22%,9.40%,6.25%,,,,,2.86次,1.26次,1.11次,1.09次,0.79次,0.56次,0.54次
sh600876,,,97.40%,93.46%,94.44%,94.58%,103.25%,103.73%,78.82%,61.44%,59.28%,,,-17.83%,4.68%,-1.91%,-1.46%,-29.50%,0.06%,-29.42%,2.94%,5.60%,,,-115.15%,53.13%,10.17%,3.93%,-119.78%,38.74%,-29.58%,2.42%,3.85%,,,0.56次,0.80次,0.65次,0.41次,0.30次,0.54次,0.56次,0.29次,0.27次
sz300645,,,,,,54.82%,52.52%,42.32%,39.61%,37.88%,31.81%,,,,,,10.62%,12.38%,13.85%,10.68%,13.07%,9.19%,,,,,,23.09%,20.11%,19.87%,12.08%,14.32%,8.93%,,,,,,1.40次,0.74次,0.73次,0.65次,0.67次,0.65次
sz002335,,,44.04%,27.57%,26.23%,28.39%,32.21%,41.55%,51.98%,35.66%,40.83%,,,14.98%,14.09%,11.53%,10.14%,11.24%,9.24%,9.44%,10.18%,18.26%,,,35.68%,12.73%,13.09%,10.16%,11.36%,11.82%,12.16%,7.02%,13.10%,,,1.28次,0.87次,0.81次,0.72次,0.70次,0.81次,0.63次,0.43次,0.43次
sh600576,,,31.27%,12.65%,41.77%,35.28%,24.58%,19.85%,9.55%,5.61%,9.92%,,,9.67%,-8.00%,7.77%,-318.50%,3.50%,-188.97%,5.51%,14.18%,11.67%,,,6.00%,-4.82%,3.55%,-12.34%,1.68%,-2.87%,2.75%,6.14%,4.88%,,,0.38次,0.47次,0.31次,0.02次,0.10次,0.02次,0.28次,0.37次,0.39次
sh603806,,,46.89%,20.02%,12.89%,14.32%,19.01%,10.75%,11.72%,11.92%,11.83%,,,29.20%,32.39%,24.85%,22.90%,30.43%,18.11%,19.42%,21.45%,12.76%,,,103.62%,120.70%,60.39%,32.41%,33.32%,17.70%,16.10%,18.81%,12.03%,,,2.48次,2.71次,2.04次,1.22次,0.88次,0.72次,0.73次,0.76次,0.82次
sh600598,,,56.60%,67.19%,65.88%,65.01%,63.97%,31.48%,23.61%,26.16%,23.16%,,,4.99%,3.77%,3.18%,-2.34%,-5.43%,14.13%,17.02%,23.06%,25.48%,,,7.30%,6.56%,7.74%,-3.41%,-7.74%,15.14%,11.76%,12.91%,13.27%,,,0.59次,0.62次,0.74次,0.81次,0.64次,0.46次,0.47次,0.41次,0.39次
sh601018,,,41.83%,31.55%,22.46%,22.27%,26.95%,27.58%,28.84%,36.96%,36.51%,,,37.57%,36.84%,36.02%,35.01%,26.25%,22.48%,16.82%,15.25%,15.72%,,,12.87%,13.05%,10.33%,10.30%,10.17%,9.50%,8.19%,6.82%,7.51%,,,0.21次,0.20次,0.21次,0.22次,0.29次,0.31次,0.36次,0.31次,0.30次
sh600712,,,71.95%,69.68%,44.54%,49.01%,51.07%,47.96%,50.16%,52.65%,52.47%,,,1.90%,5.23%,2.54%,2.44%,0.59%,0.65%,1.17%,-1.55%,0.08%,,,11.39%,33.50%,11.22%,6.15%,1.58%,1.51%,2.53%,-3.16%,0.17%,,,1.64次,1.88次,1.56次,1.33次,1.35次,1.17次,1.10次,0.99次,1.04次
sz000537,,,72.61%,64.65%,54.37%,53.88%,50.22%,48.10%,65.71%,82.14%,86.70%,,,12.60%,11.14%,28.59%,24.33%,37.11%,33.67%,16.83%,13.66%,10.58%,,,17.68%,19.13%,37.41%,27.24%,26.75%,16.81%,7.57%,16.25%,27.56%,,,0.36次,0.55次,0.52次,0.57次,0.40次,0.29次,0.23次,0.30次,0.48次
sz000939,,,67.91%,65.95%,66.64%,73.60%,73.95%,76.25%,75.87%,68.96%,72.36%,,,15.00%,12.93%,30.72%,2.87%,2.91%,7.02%,9.75%,6.66%,-42.75%,,,12.14%,14.85%,31.57%,1.35%,2.47%,7.87%,5.64%,4.24%,-22.30%,,,0.26次,0.37次,0.28次,0.25次,0.19次,0.22次,0.15次,0.13次,0.14次
sh600704,,,80.27%,80.70%,81.68%,77.61%,79.19%,75.97%,69.73%,68.99%,69.32%,,,1.74%,2.03%,2.04%,1.44%,1.76%,1.20%,1.01%,1.23%,1.06%,,,12.08%,18.52%,16.66%,12.07%,12.51%,7.44%,9.54%,12.32%,12.06%,,,2.17次,1.83次,1.80次,1.71次,1.57次,1.32次,3.54次,2.77次,3.40次
sh600177,,,62.86%,68.49%,72.64%,71.32%,70.59%,64.84%,69.27%,64.18%,63.50%,,,28.46%,20.22%,17.84%,15.45%,8.96%,20.21%,30.12%,24.76%,2.99%,,,27.32%,19.06%,13.61%,12.26%,9.69%,20.89%,23.96%,16.68%,1.23%,,,0.33次,0.32次,0.24次,0.22次,0.31次,0.33次,0.26次,0.23次,0.15次
sz002793,,,,,44.15%,44.79%,30.77%,29.56%,38.23%,14.09%,16.10%,,,,,7.68%,11.31%,9.69%,11.90%,14.00%,15.75%,13.99%,,,,,26.69%,30.03%,20.11%,22.56%,26.13%,17.86%,16.17%,,,,,3.11次,1.47次,1.29次,1.32次,1.17次,0.94次,0.97次
sz300420,,,,,29.33%,26.02%,21.81%,23.93%,45.70%,22.15%,26.10%,,,,,20.97%,19.76%,20.77%,16.32%,10.50%,11.69%,9.28%,,,,,27.00%,21.57%,18.52%,13.18%,5.48%,7.51%,6.49%,,,,,1.42次,0.78次,0.69次,0.62次,0.24次,0.42次,0.44次
sh600626,,,32.87%,33.51%,33.99%,39.56%,38.79%,38.40%,43.51%,45.53%,68.36%,,,1.24%,3.62%,3.51%,2.58%,2.99%,2.41%,2.45%,2.64%,2.01%,,,5.73%,11.17%,11.68%,8.33%,9.22%,6.74%,7.34%,8.11%,8.03%,,,1.86次,2.08次,2.20次,2.01次,1.88次,1.81次,1.75次,1.70次,1.37次
sz300259,,,40.33%,33.39%,11.95%,14.18%,14.62%,16.49%,14.39%,13.03%,15.64%,,,16.08%,23.55%,23.92%,27.82%,31.96%,28.09%,20.78%,21.86%,23.14%,,,32.40%,42.43%,20.43%,13.80%,15.75%,13.74%,9.52%,9.76%,9.05%,,,1.07次,1.16次,0.58次,0.42次,0.41次,0.42次,0.38次,0.33次,0.34次
sh600803,,,68.23%,57.95%,48.52%,54.47%,51.19%,46.52%,56.73%,71.37%,72.62%,,,-5.91%,0.80%,2.72%,3.45%,16.75%,18.91%,15.63%,8.92%,6.90%,,,-10.89%,1.27%,3.40%,5.29%,21.33%,18.98%,17.82%,11.65%,12.86%,,,0.59次,0.72次,1.40次,0.97次,0.89次,0.54次,0.54次,0.43次,0.50次
sz002787,,,,,37.52%,40.65%,45.43%,43.28%,29.90%,21.43%,25.72%,,,,,10.98%,10.98%,9.79%,8.74%,9.25%,10.68%,8.12%,,,,,22.63%,19.09%,18.94%,16.64%,16.32%,11.66%,9.61%,,,,,2.26次,1.07次,1.10次,1.06次,0.85次,0.80次,0.90次
sz000823,,,40.97%,42.39%,38.33%,37.92%,43.14%,33.98%,31.30%,29.23%,31.27%,,,6.23%,6.59%,6.83%,6.46%,4.77%,4.94%,3.36%,6.59%,5.56%,,,7.36%,9.85%,10.54%,10.12%,6.90%,6.24%,3.20%,6.41%,6.25%,,,0.77次,0.93次,0.98次,1.05次,0.94次,0.91次,0.78次,0.76次,0.88次
sz300523,,,,,34.58%,44.60%,50.41%,54.79%,56.28%,30.59%,29.83%,,,,,20.30%,19.29%,19.35%,19.21%,22.31%,16.86%,18.84%,,,,,17.69%,21.64%,22.80%,15.30%,27.59%,15.22%,10.95%,,,,,1.05次,0.67次,0.59次,0.53次,0.61次,0.55次,0.50次
sz000552,,,30.21%,30.37%,31.76%,57.39%,54.55%,57.01%,33.86%,30.51%,29.98%,,,9.99%,7.29%,6.88%,11.03%,11.50%,10.05%,6.81%,7.47%,13.89%,,,12.66%,13.07%,15.17%,22.97%,18.39%,12.77%,5.76%,3.69%,8.40%,,,0.98次,1.28次,1.52次,1.39次,0.69次,0.55次,0.34次,0.33次,0.42次
sz002498,,,47.89%,19.19%,21.39%,19.01%,18.17%,28.39%,33.40%,31.03%,25.54%,,,16.54%,12.89%,7.52%,6.95%,9.06%,5.13%,8.37%,10.07%,5.28%,,,49.07%,28.49%,8.43%,6.88%,10.84%,5.70%,7.82%,9.74%,5.56%,,,1.32次,0.96次,0.88次,0.80次,0.98次,0.85次,0.69次,0.65次,0.75次
sz300249,,,46.26%,43.10%,16.96%,14.96%,26.31%,42.37%,44.15%,57.71%,61.64%,,,18.49%,17.19%,16.72%,12.45%,4.73%,5.67%,3.11%,4.03%,7.04%,,,29.53%,28.85%,13.72%,6.05%,1.56%,2.31%,2.16%,6.24%,12.31%,,,0.85次,0.94次,0.57次,0.49次,0.61次,0.46次,0.58次,0.52次,0.53次
sh600510,,,38.77%,56.18%,58.41%,60.88%,66.89%,68.84%,62.05%,58.48%,63.00%,,,15.21%,14.40%,8.96%,10.58%,9.40%,6.05%,6.52%,7.47%,7.31%,,,9.70%,10.68%,6.50%,8.37%,8.95%,5.24%,5.71%,5.32%,6.51%,,,0.65次,0.36次,0.35次,0.34次,0.35次,0.35次,0.25次,0.32次,0.30次
sz002173,,,47.78%,47.56%,48.54%,48.64%,52.29%,54.01%,61.48%,22.66%,21.38%,,,4.46%,10.63%,9.54%,10.46%,8.24%,-5.91%,-47.68%,15.05%,15.55%,,,3.26%,7.55%,7.33%,8.43%,4.84%,-2.21%,-14.65%,3.47%,3.92%,,,0.40次,0.36次,0.39次,0.38次,0.29次,0.18次,0.13次,0.27次,0.20次
sz300723,,,,,,,54.87%,80.32%,65.98%,55.27%,25.20%,,,,,,,6.37%,7.60%,5.87%,10.86%,11.22%,,,,,,,20.53%,20.42%,41.85%,51.92%,33.84%,,,,,,,2.47次,1.36次,1.46次,1.78次,1.24次
sh603333,,,56.26%,60.21%,57.26%,35.49%,23.49%,14.00%,15.79%,15.98%,21.57%,,,10.74%,8.81%,9.98%,7.20%,0.66%,-11.40%,0.53%,-13.89%,1.85%,,,25.48%,21.78%,20.26%,6.88%,0.42%,-4.57%,0.22%,-5.38%,1.20%,,,1.03次,0.96次,0.84次,0.56次,0.44次,0.32次,0.36次,0.33次,0.53次
sh603979,,,,,34.37%,40.73%,43.37%,44.46%,22.86%,25.07%,31.64%,,,,,12.18%,15.04%,14.62%,10.17%,7.82%,7.16%,8.42%,,,,,26.70%,31.35%,28.33%,17.04%,7.70%,4.74%,5.46%,,,,,2.38次,1.29次,1.10次,0.92次,0.66次,0.50次,0.46次
sh600316,,,42.60%,25.33%,24.99%,26.12%,35.89%,44.58%,44.90%,52.23%,48.44%,,,12.45%,8.51%,4.58%,3.92%,3.26%,2.93%,2.83%,0.34%,1.24%,,,10.59%,4.35%,1.78%,1.91%,1.95%,2.03%,1.53%,0.21%,0.60%,,,0.47次,0.35次,0.29次,0.36次,0.42次,0.42次,0.30次,0.36次,0.25次
sz002321,,,50.59%,55.38%,54.08%,61.52%,57.56%,64.58%,69.09%,55.98%,64.34%,,,4.33%,4.23%,5.15%,0.31%,-7.39%,0.75%,0.93%,4.11%,2.52%,,,12.74%,6.15%,8.85%,0.43%,-10.43%,0.86%,1.19%,3.99%,2.51%,,,0.59次,0.61次,0.73次,0.71次,0.55次,0.47次,0.40次,0.45次,0.58次
sz300561,,,,,19.83%,18.05%,18.00%,26.26%,24.29%,10.57%,11.23%,,,,,39.02%,38.31%,38.12%,43.09%,41.69%,36.17%,32.92%,,,,,77.26%,53.73%,49.31%,38.59%,34.38%,27.99%,12.37%,,,,,2.28次,1.14次,0.91次,0.67次,0.60次,0.43次,0.33次
sh601212,,,,,61.19%,63.04%,61.68%,62.49%,73.37%,68.40%,70.56%,,,,,3.36%,1.81%,0.91%,0.74%,0.29%,0.87%,0.67%,,,,,7.27%,5.12%,2.68%,1.01%,0.95%,2.22%,2.13%,,,,,1.47次,1.11次,0.95次,1.34次,1.39次,1.25次,1.24次
sz300334,,,22.36%,24.08%,35.06%,17.72%,24.15%,29.21%,38.07%,41.09%,43.39%,,,19.45%,24.99%,19.81%,20.35%,21.10%,16.26%,8.82%,6.61%,-10.01%,,,14.64%,25.46%,23.42%,12.92%,10.78%,10.43%,5.81%,3.63%,-5.16%,,,1.09次,0.80次,0.82次,0.49次,0.40次,0.46次,0.36次,0.34次,0.24次
sh600389,,,70.45%,70.66%,73.30%,71.07%,63.02%,59.44%,58.59%,57.76%,46.97%,,,-3.11%,1.83%,0.30%,1.15%,9.57%,6.78%,0.39%,1.10%,6.84%,,,-8.50%,3.46%,0.03%,3.62%,28.33%,15.77%,0.81%,3.93%,16.83%,,,0.72次,0.62次,0.78次,0.89次,0.97次,0.91次,0.84次,1.49次,1.17次
sz300443,,,,,50.53%,43.36%,39.67%,32.39%,12.61%,12.50%,6.66%,,,,,13.08%,13.40%,14.17%,20.11%,21.97%,32.99%,25.20%,,,,,21.44%,17.71%,17.31%,24.39%,20.29%,18.00%,9.63%,,,,,1.33次,0.70次,0.72次,0.78次,0.80次,0.46次,0.34次
sz300158,,,44.14%,17.93%,17.62%,26.48%,29.98%,31.08%,50.12%,23.32%,27.00%,,,12.87%,9.92%,9.15%,6.31%,3.74%,1.80%,2.44%,5.88%,7.78%,,,21.54%,22.74%,6.60%,4.94%,3.87%,2.15%,3.27%,6.26%,5.60%,,,0.93次,0.66次,0.58次,0.57次,0.62次,0.68次,0.65次,0.60次,0.52次
sh601106,,,78.12%,41.10%,50.51%,53.21%,52.59%,57.57%,60.37%,69.46%,67.30%,,,12.94%,9.32%,4.94%,0.32%,0.17%,0.26%,-36.20%,-180.69%,0.74%,,,34.44%,5.58%,2.54%,0.18%,0.10%,0.15%,-11.71%,-47.64%,0.89%,,,0.43次,0.34次,0.28次,0.24次,0.23次,0.19次,0.13次,0.09次,0.32次
sz002038,,,3.60%,2.98%,2.91%,4.74%,4.54%,4.16%,3.95%,3.70%,6.23%,,,62.50%,60.37%,84.20%,47.66%,49.24%,56.40%,49.91%,44.30%,42.57%,,,28.37%,25.42%,37.46%,26.16%,25.16%,24.38%,17.04%,12.06%,13.03%,,,0.43次,0.40次,0.42次,0.51次,0.47次,0.41次,0.33次,0.26次,0.29次
sh601001,,,29.61%,25.95%,26.04%,34.59%,46.06%,50.30%,63.41%,61.71%,57.60%,,,21.06%,19.95%,15.78%,5.50%,-7.89%,7.65%,-25.65%,6.19%,15.07%,,,20.20%,14.59%,11.20%,0.67%,-10.65%,2.01%,-28.21%,3.74%,11.33%,,,0.68次,0.65次,0.80次,0.86次,0.52次,0.39次,0.28次,0.28次,0.34次
sz300329,,,55.25%,54.47%,49.22%,20.16%,21.55%,18.14%,12.60%,13.42%,16.34%,,,12.78%,13.30%,12.02%,10.30%,9.68%,7.37%,8.48%,8.52%,8.71%,,,25.23%,27.16%,24.73%,9.10%,6.30%,4.85%,5.60%,4.23%,5.02%,,,0.87次,0.95次,0.95次,0.62次,0.51次,0.53次,0.47次,0.43次,0.49次
sh600298,,,48.87%,47.26%,35.02%,47.69%,53.76%,51.75%,47.27%,48.39%,49.01%,,,17.75%,15.98%,13.14%,10.33%,5.84%,4.84%,7.56%,11.88%,15.46%,,,22.19%,22.82%,16.31%,9.43%,5.38%,5.29%,9.55%,16.47%,24.02%,,,0.77次,0.80次,0.72次,0.57次,0.53次,0.58次,0.68次,0.75次,0.78次
sh603421,,,,,32.33%,27.30%,19.26%,19.19%,19.00%,16.02%,21.88%,,,,,27.12%,36.08%,38.05%,38.59%,26.82%,22.79%,20.25%,,,,,73.37%,98.56%,59.81%,54.99%,28.83%,22.80%,15.10%,,,,,2.68次,1.83次,1.22次,1.17次,0.83次,0.76次,0.60次
sh600570,,,30.86%,32.25%,25.36%,22.30%,24.61%,32.83%,35.80%,44.65%,43.85%,,,28.77%,25.56%,25.00%,21.10%,28.09%,24.97%,20.17%,-2.41%,16.25%,,,28.76%,24.34%,23.04%,15.67%,21.73%,20.32%,20.98%,0.77%,17.54%,,,0.65次,0.59次,0.63次,0.56次,0.58次,0.53次,0.64次,0.51次,0.51次
sz000547,,,30.10%,28.05%,24.41%,31.86%,37.33%,30.07%,18.91%,22.34%,25.51%,,,24.07%,11.55%,32.81%,34.63%,29.20%,26.78%,19.25%,13.69%,13.14%,,,7.69%,2.11%,7.29%,7.64%,8.48%,10.40%,7.29%,4.58%,5.09%,,,0.25次,0.25次,0.20次,0.18次,0.20次,0.27次,0.22次,0.30次,0.32次
sz002239,,,8.58%,7.98%,11.18%,14.50%,19.53%,12.09%,42.63%,41.28%,40.06%,,,8.31%,2.51%,2.54%,2.45%,11.27%,1.29%,8.99%,8.61%,7.07%,,,5.55%,1.98%,1.98%,1.86%,9.40%,1.82%,9.00%,10.55%,7.28%,,,0.62次,0.70次,0.70次,0.66次,0.66次,0.59次,0.67次,0.70次,0.61次
sh600718,,,31.18%,33.15%,36.72%,38.30%,41.17%,42.06%,47.23%,31.45%,29.75%,,,15.63%,10.27%,7.36%,6.26%,5.16%,3.13%,3.95%,22.04%,12.48%,,,17.21%,11.67%,9.34%,9.32%,7.88%,4.77%,6.93%,26.76%,12.78%,,,0.71次,0.76次,0.78次,0.85次,0.83次,0.82次,0.71次,0.65次,0.58次
sh600335,,,66.19%,74.96%,81.53%,83.63%,82.71%,84.51%,80.26%,67.71%,70.71%,,,-17.74%,-6.68%,1.06%,0.82%,0.88%,0.87%,0.59%,1.09%,1.30%,,,-20.19%,-10.83%,24.22%,20.17%,20.86%,19.01%,9.08%,10.10%,9.29%,,,0.39次,0.44次,6.45次,3.70次,3.67次,3.21次,2.03次,1.99次,2.09次
sh601116,,,69.83%,67.35%,52.72%,50.77%,49.23%,43.95%,43.60%,40.25%,40.81%,,,2.73%,2.72%,2.99%,3.44%,3.20%,2.47%,1.54%,2.47%,2.88%,,,30.91%,23.94%,13.20%,12.26%,9.83%,6.97%,4.24%,6.38%,6.73%,,,2.86次,2.75次,2.13次,1.72次,1.53次,1.50次,1.54次,1.49次,1.38次
sh600021,,,72.77%,72.66%,71.81%,68.17%,67.22%,69.73%,69.70%,71.46%,76.24%,,,4.51%,2.72%,3.82%,7.65%,11.49%,12.13%,13.11%,10.30%,7.58%,,,6.88%,3.13%,7.97%,13.75%,15.79%,14.96%,13.31%,8.77%,6.98%,,,0.37次,0.48次,0.55次,0.48次,0.45次,0.39次,0.34次,0.30次,0.28次
sh603069,,,,,74.24%,67.63%,63.19%,53.76%,51.49%,40.50%,41.78%,,,,,4.37%,4.74%,4.43%,5.00%,5.62%,5.83%,4.73%,,,,,11.37%,13.56%,11.31%,11.16%,10.41%,7.44%,4.75%,,,,,1.38次,0.80次,0.87次,0.92次,0.88次,0.68次,0.61次
sh603712,,,,,,,59.09%,48.76%,49.71%,57.40%,54.19%,,,,,,,16.52%,13.58%,11.89%,11.46%,13.08%,,,,,,,20.16%,15.86%,13.24%,11.20%,12.48%,,,,,,,0.97次,0.54次,0.56次,0.44次,0.42次
sh600967,,,49.37%,51.64%,56.93%,37.10%,32.20%,28.73%,26.83%,48.11%,56.71%,,,2.16%,2.40%,4.26%,5.41%,8.13%,6.81%,-2.27%,4.93%,4.40%,,,5.20%,6.30%,12.02%,15.44%,12.39%,8.76%,-2.46%,8.52%,6.99%,,,1.08次,1.28次,1.13次,0.97次,0.92次,0.86次,0.60次,1.16次,0.74次
sz000672,,,85.77%,76.53%,73.69%,72.78%,55.56%,53.88%,60.14%,72.42%,60.73%,,,26.32%,22.56%,15.39%,1.23%,10.25%,13.50%,2.97%,4.77%,16.74%,,,25.32%,23.27%,13.11%,3.54%,19.85%,22.82%,3.52%,8.31%,42.62%,,,0.10次,0.19次,0.21次,0.77次,1.49次,0.76次,0.48次,0.56次,0.78次
sz002632,,,54.73%,45.22%,11.72%,10.20%,14.86%,14.01%,9.47%,9.54%,18.89%,,,15.17%,11.20%,18.26%,10.75%,4.50%,5.98%,10.48%,8.50%,15.20%,,,26.83%,21.23%,23.33%,4.42%,2.05%,3.04%,3.78%,3.46%,7.98%,,,0.80次,0.87次,0.57次,0.36次,0.40次,0.44次,0.33次,0.33次,0.42次
sz002305,,,41.14%,59.75%,64.23%,67.37%,67.21%,71.14%,83.27%,76.01%,78.40%,,,28.30%,29.08%,28.88%,20.17%,32.63%,18.53%,2.75%,1.38%,2.38%,,,20.42%,13.73%,18.40%,23.30%,23.18%,17.50%,1.03%,1.08%,1.27%,,,0.29次,0.22次,0.24次,0.39次,0.23次,0.29次,0.21次,0.15次,0.14次
sz000420,,,63.71%,68.68%,80.19%,82.54%,95.70%,69.21%,63.27%,41.72%,55.02%,,,0.54%,-3.71%,-13.37%,0.55%,-30.87%,-0.17%,0.24%,1.66%,3.89%,,,1.87%,-9.24%,-44.47%,1.93%,-124.50%,11.64%,1.40%,1.53%,3.12%,,,0.73次,0.83次,0.78次,0.48次,0.37次,0.28次,0.35次,0.38次,0.41次
