,净利润_2009-12-31,净利润_2010-12-31,净利润_2011-06-30,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-12-31,净利润_2014-09-30,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2009-12-31,净利润同比增长_2010-12-31,净利润同比增长_2011-06-30,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-12-31,净利润同比增长_2014-09-30,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2009-12-31,营收_2010-12-31,营收_2011-06-30,营收_2011-12-31,营收_2012-12-31,营收_2013-12-31,营收_2014-09-30,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2009-12-31,营收增长同比_2010-12-31,营收增长同比_2011-06-30,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-12-31,营收增长同比_2014-09-30,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
sh600873,,,,,,,,,,,,,,,2.60亿,3.77亿,3.41亿,2.79亿,7488万,4.78亿,2.48亿,2.22亿,2.60亿,,,,,,,,,,,,,,,,472.36,799.53,53.98,53.01,-71.25,26.81,-27.39,-20.53,246.75,,,,,,,,,,,,,,,,25.1亿,31.6亿,27.4亿,28.7亿,23.3亿,31.9亿,32.1亿,30.8亿,30.1亿,,,,,,,,,,,,,,,,-5.77,4.34,3.63,3.20,-6.87,0.85,17.07,7.48,29.04,
sh600161,,,,,,,,,,,,,,,8180万,7548万,5529万,8.26亿,1.20亿,1.79亿,1.10亿,1.30亿,1.56亿,,,,,,,,,,,,,,,,--,--,--,743.25,22.90,77.79,99.19,-84.24,29.94,,,,,,,,,,,,,,,,4.72亿,7.52亿,5.52亿,4.81亿,5.78亿,1.54亿,5.54亿,6.67亿,8.36亿,,,,,,,,,,,,,,,,10.67,101.86,45.17,-24.11,-24.94,-37.86,0.35,38.62,44.65,
sz002714,,,,,,,,,,,,,,,6.90亿,5.60亿,6.80亿,5.20亿,6.12亿,5.53亿,1.36亿,-2.15亿,4.29亿,,,,,,,,,,,,,,,,196.99,76.73,84.81,-26.15,-11.25,-1.19,-80.00,-141.27,-29.92,,,,,,,,,,,,,,,,16.2亿,17.1亿,19.7亿,22.6亿,29.3亿,28.9亿,27.6亿,27.6亿,36.7亿,,,,,,,,,,,,,,,,96.70,61.34,115.72,64.92,81.11,69.15,40.03,21.86,25.35,
sh600117,,,,,,,,,,,,,,,1031万,4.19亿,1083万,2.74万,-1.72亿,2.21亿,1125万,132万,-5.89亿,,,,,,,,,,,,,,,,--,--,--,--,-1768.88,-47.30,3.88,4724.34,--,,,,,,,,,,,,,,,,14.4亿,23.8亿,11.6亿,14.8亿,15.5亿,32.4亿,16.6亿,17.3亿,16.9亿,,,,,,,,,,,,,,,,3.75,3.63,-33.63,-18.73,7.89,36.20,42.53,16.82,8.81,
sz300044,,,,,,,,,,,,,,,762万,6784万,1680万,3316万,3870万,9326万,4178万,4124万,2629万,,,,,,,,,,,,,,,,-6.13,13.90,165.39,74.29,407.92,37.46,148.64,24.37,-32.07,,,,,,,,,,,,,,,,9216万,6.52亿,2.36亿,3.46亿,3.34亿,5.82亿,2.38亿,3.48亿,2.39亿,,,,,,,,,,,,,,,,-14.68,76.02,75.29,182.14,262.75,-10.84,0.60,0.40,-28.61,
sz300567,,,,,,,,,,,,,,,2051万,4864万,2178万,3067万,6224万,5216万,4886万,6848万,7349万,,,,,,,,,,,,,,,,--,-20.57,--,1.49,203.52,7.23,124.28,123.30,18.07,,,,,,,,,,,,,,,,1.20亿,1.83亿,1.27亿,1.80亿,2.09亿,3.79亿,2.06亿,3.32亿,3.41亿,,,,,,,,,,,,,,,,--,-0.91,68.80,23.86,74.12,106.78,62.66,84.24,62.86,
sh600604,,,,,,,,,,,,,,,9034万,-1056万,-1551万,8425万,1301万,1.50亿,215万,4787万,725万,,,,,,,,,,,,,,,,--,-106.56,-168.48,65.05,-85.60,--,--,-43.18,-44.27,,,,,,,,,,,,,,,,5.11亿,1.07亿,8237万,3.53亿,1.54亿,16.0亿,1.27亿,1.52亿,1.26亿,,,,,,,,,,,,,,,,940.18,-87.60,-66.21,10.88,-69.86,1399.40,54.18,-56.95,-18.21,
sh603015,,,,,,,,,,,,,,,612万,1664万,2196万,2045万,1135万,2677万,2575万,2232万,476万,,,,,,,,,,,,,,,,-51.66,123.38,51.80,28.19,85.64,60.85,17.26,9.14,-58.07,,,,,,,,,,,,,,,,1.18亿,1.66亿,1.77亿,2.02亿,1.76亿,1.78亿,1.92亿,2.07亿,1.57亿,,,,,,,,,,,,,,,,53.63,88.90,73.07,39.59,48.61,7.58,8.62,2.39,-10.52,
sh600129,,,,,,,,,,,,,,,-3432万,-7390万,231万,3243万,4352万,1987万,1163万,4267万,9220万,,,,,,,,,,,,,,,,-250.94,-365.90,-99.75,-27.50,--,--,402.90,31.57,111.86,,,,,,,,,,,,,,,,18.3亿,22.3亿,18.7亿,25.8亿,21.8亿,21.1亿,22.5亿,29.0亿,26.0亿,,,,,,,,,,,,,,,,17.81,16.98,9.97,17.74,18.99,-5.49,20.43,12.42,19.20,
sz002105,,,,,,,,,,,,,,,404万,627万,137万,2964万,1296万,181万,-546万,930万,135万,,,,,,,,,,,,,,,,--,--,-73.13,125.63,220.69,-71.05,-497.72,-68.62,-89.58,,,,,,,,,,,,,,,,3.43亿,4.03亿,3.77亿,5.33亿,4.40亿,3.95亿,3.30亿,3.45亿,3.80亿,,,,,,,,,,,,,,,,1.20,13.32,13.54,75.46,28.15,-1.85,-12.45,-35.34,-13.63,
sz002715,,,,,,,,,,,,,,,110万,1614万,602万,-337万,379万,252万,217万,321万,322万,,,,,,,,,,,,,,,,--,--,--,--,245.46,-84.40,-64.01,--,-14.96,,,,,,,,,,,,,,,,6271万,8849万,8045万,8415万,8699万,9016万,9511万,8703万,9070万,,,,,,,,,,,,,,,,28.26,24.04,19.82,20.87,38.73,1.89,18.22,3.43,4.27,
sh600637,,,,,,,,,,,,,,,6.51亿,10.0亿,4.30亿,7.94亿,-2.11亿,12.2亿,4.37亿,8.03亿,2.71亿,,,,,,,,,,,,,,,,-38.72,163.11,24.72,-15.01,-132.44,21.87,1.72,1.14,--,,,,,,,,,,,,,,,,50.3亿,65.1亿,37.1亿,50.9亿,34.0亿,40.6亿,28.0亿,32.3亿,32.5亿,,,,,,,,,,,,,,,,17.82,44.39,4.49,16.88,-32.39,-37.61,-24.49,-36.58,-4.33,
sh603118,,,,,,,,,,,,,,,8485万,7879万,1.01亿,3436万,178万,-3556万,97.5万,5558万,5979万,,,,,,,,,,,,,,,,75.18,15.82,11.25,-61.33,-97.90,-145.13,-99.03,61.76,3261.81,,,,,,,,,,,,,,,,17.8亿,16.2亿,18.5亿,17.0亿,18.5亿,21.6亿,16.9亿,19.3亿,23.1亿,,,,,,,,,,,,,,,,10.66,-13.25,6.82,19.96,4.06,33.33,-8.77,13.57,24.61,
sh603277,,,,,,,,,,,,,,,5847万,6042万,3944万,7609万,6691万,1515万,3152万,8497万,8092万,,,,,,,,,,,,,,,,--,--,--,--,14.44,-74.93,-20.09,11.67,20.93,,,,,,,,,,,,,,,,2.92亿,2.99亿,2.87亿,3.76亿,3.78亿,3.19亿,2.81亿,4.05亿,4.16亿,,,,,,,,,,,,,,,,--,--,--,--,29.46,6.66,-2.10,7.79,10.09,
sz000505,,,,,,,,,,,,,,,3685万,1.26亿,2967万,3000万,4216万,2777万,3104万,2888万,4235万,,,,,,,,,,,,,,,,--,--,--,--,14.41,-87.50,4.63,-3.75,0.43,,,,,,,,,,,,,,,,28.6亿,27.4亿,15.5亿,17.4亿,22.3亿,24.0亿,18.7亿,17.7亿,19.0亿,,,,,,,,,,,,,,,,30.86,853.35,213.28,107.42,-22.04,-12.39,20.78,2.07,-14.91,
sz002172,,,,,,,,,,,,,,,1.06亿,5852万,5948万,3713万,7392万,-1588万,2211万,-149万,432万,,,,,,,,,,,,,,,,120.73,30.29,80.02,-39.38,-30.54,-127.14,-62.82,-104.02,-94.15,,,,,,,,,,,,,,,,12.7亿,14.0亿,12.5亿,13.6亿,14.1亿,13.5亿,11.7亿,14.1亿,11.9亿,,,,,,,,,,,,,,,,39.09,38.14,20.27,16.53,11.20,-3.93,-6.04,3.89,-15.82,
sz000806,,,,,,,,,,,,,,,-296万,936万,-1318万,-799万,2371万,769万,-2048万,-4029万,-5560万,,,,,,,,,,,,,,,,-198.36,--,--,-141.92,--,-17.83,--,--,-334.52,,,,,,,,,,,,,,,,3.02亿,3.73亿,2.39亿,3.23亿,2.47亿,2.37亿,1.88亿,2.08亿,1.83亿,,,,,,,,,,,,,,,,27.22,60.79,57.26,-14.53,-18.12,-36.58,-21.34,-35.77,-25.81,
sz300463,,,,,,,,,,,,,,,8082万,6629万,8059万,1.12亿,1.05亿,7590万,1.00亿,1.31亿,1.24亿,,,,,,,,,,,,,,,,42.16,15.82,17.36,16.60,30.44,14.49,24.51,17.08,17.41,,,,,,,,,,,,,,,,3.78亿,4.42亿,3.63亿,4.80亿,5.13亿,6.14亿,5.19亿,7.28亿,7.08亿,,,,,,,,,,,,,,,,62.05,39.14,28.99,23.89,35.80,38.87,42.90,51.55,38.00,
sh600982,,,,,,,,,,,,,,,,3225万,3616万,2714万,2946万,324万,1944万,7140万,3840万,2521万,,,,,,,,,,,,,,,,229.33,183.39,8.05,112.45,-89.95,-46.23,163.11,30.37,678.32,,,,,,,,,,,,,,,,4.06亿,4.50亿,2.99亿,5.38亿,2.72亿,4.03亿,3.86亿,4.60亿,4.93亿,,,,,,,,,,,,,,,,138.35,236.14,-23.49,90.47,-33.12,-10.40,28.98,-14.46,81.35
sz002243,,,,,,,,,,,,,,,749万,884万,916万,1642万,894万,772万,1268万,1665万,2497万,,,,,,,,,,,,,,,,-24.31,-14.38,126.34,177.99,19.38,-12.64,38.36,1.37,179.38,,,,,,,,,,,,,,,,2.66亿,2.84亿,2.68亿,2.99亿,3.46亿,3.12亿,2.95亿,3.29亿,3.95亿,,,,,,,,,,,,,,,,-2.14,4.25,7.48,15.87,30.33,9.73,10.09,10.03,14.17,
sz300535,,,,,,,,,,,,,,,1419万,1894万,1404万,1196万,1595万,981万,807万,1243万,1494万,,,,,,,,,,,,,,,,20.32,7.19,31.26,-14.48,12.34,-48.23,-42.52,3.88,-6.33,,,,,,,,,,,,,,,,7412万,9227万,7013万,8080万,9166万,9010万,7160万,9593万,1.06亿,,,,,,,,,,,,,,,,8.05,14.18,21.68,7.53,23.66,-2.36,2.10,18.73,15.57,
sh600353,,,,,,,,,,,,,,,1345万,962万,1240万,890万,954万,-327万,1048万,2063万,2217万,,,,,,,,,,,,,,,,-36.58,9.60,38.49,-22.88,-29.05,-134.02,-15.53,131.73,132.32,,,,,,,,,,,,,,,,2.29亿,2.89亿,2.60亿,2.50亿,2.66亿,2.86亿,2.34亿,2.43亿,2.76亿,,,,,,,,,,,,,,,,-5.21,9.38,3.09,19.95,16.26,-1.21,-10.10,-2.64,3.86,
sh600603,,,,,,,,,,,,,,,5583万,9198万,6044万,4690万,4010万,2.01亿,9916万,9079万,7567万,,,,,,,,,,,,,,,,-63001.32,-53.51,24.78,6.16,-24.00,113.82,64.06,93.60,88.72,,,,,,,,,,,,,,,,1.38亿,2.72亿,1.31亿,1.70亿,1.16亿,6.84亿,2.97亿,4.70亿,2.41亿,,,,,,,,,,,,,,,,-100.00,-25.94,29.55,24.98,-15.67,151.88,127.11,177.39,108.24,
sz002773,,,,,,,,,,,,,,,1.32亿,1.86亿,1.52亿,8147万,1.83亿,2.29亿,2.06亿,1.04亿,1.96亿,,,,,,,,,,,,,,,,9.38,28.66,48.65,6.99,37.90,22.74,35.88,28.02,7.43,,,,,,,,,,,,,,,,6.66亿,7.09亿,6.42亿,7.27亿,7.30亿,6.87亿,7.00亿,6.83亿,7.99亿,,,,,,,,,,,,,,,,14.90,17.55,22.62,13.48,9.62,-3.16,9.03,-6.04,9.44,
sz300700,,,,,,,,,,,,,,,,1049万,1070万,2623万,3152万,4289万,3914万,900万,77.2万,-1490万,,,,,,,,,,,,,,,,--,--,--,289.60,309.00,265.65,-65.70,-97.55,-134.73,,,,,,,,,,,,,,,,5568万,5348万,1.10亿,1.28亿,1.44亿,1.43亿,6362万,7052万,5247万,,,,,,,,,,,,,,,,--,--,--,241.85,158.56,168.12,-42.09,-44.97,-63.55
sz002808,,,,,,,,,,,,,,,776万,1733万,646万,957万,370万,1071万,331万,971万,1053万,,,,,,,,,,,,,,,,-30.65,23.99,26.76,-11.87,-52.28,-38.21,-48.72,1.39,184.27,,,,,,,,,,,,,,,,7044万,8785万,6452万,7648万,6764万,7772万,6087万,7456万,8939万,,,,,,,,,,,,,,,,29.65,32.27,41.84,7.87,-3.98,-11.53,-5.65,-2.52,32.15,
sh600201,,,,,,,,,,,,,,,2.01亿,1.59亿,2.66亿,1.21亿,2.95亿,1.87亿,2.96亿,6285万,3.22亿,,,,,,,,,,,,,,,,27.35,110.40,38.91,31.37,46.70,17.61,11.40,-48.18,8.99,,,,,,,,,,,,,,,,4.13亿,4.84亿,4.61亿,2.93亿,5.71亿,5.76亿,5.57亿,2.04亿,6.71亿,,,,,,,,,,,,,,,,25.77,34.28,34.54,5.46,38.37,19.03,20.92,-30.32,17.43,
sh600266,,,,,,,,,,,,,,,2.50亿,7.59亿,1.03亿,1.61亿,2.18亿,9.74亿,1.15亿,2.48亿,3.08亿,,,,,,,,,,,,,,,,-49.97,19.00,-40.64,-38.30,-12.78,28.34,11.24,53.97,41.24,,,,,,,,,,,,,,,,36.2亿,50.0亿,22.5亿,16.7亿,31.6亿,69.6亿,15.4亿,18.2亿,43.2亿,,,,,,,,,,,,,,,,56.25,39.51,110.65,-13.62,-12.84,39.21,-31.79,9.07,36.86,
sz300761,,,,,,--,,--,,,--,8147万,,,,--,,,4.35亿,5.74亿,,--,4.38亿,,,,,,,--,,--,,,--,--,,,,--,,,--,--,,--,0.89,,,,,,,--,,--,,,--,11.6亿,,,,--,,,17.3亿,21.2亿,,--,19.5亿,,,,,,,--,,--,,,--,--,,,,--,,,--,--,,--,12.52,
sz300206,,,,,,,,,,,,,,,-1146万,1524万,2548万,2335万,1854万,-2362万,2558万,3779万,2544万,,,,,,,,,,,,,,,,-223.59,-82.65,322.53,41.18,--,-254.95,0.37,61.83,37.16,,,,,,,,,,,,,,,,1.79亿,1.94亿,1.99亿,2.20亿,2.11亿,2.13亿,2.33亿,2.54亿,2.41亿,,,,,,,,,,,,,,,,38.04,23.28,33.01,25.66,17.87,9.72,17.05,15.80,13.85,
sz002312,,,,,,,,,,,,,,,-1.51亿,-10.3亿,-2854万,-1.68亿,5.96亿,-9676万,-8794万,-4091万,-2222万,,,,,,,,,,,,,,,,--,-990.15,--,--,--,--,--,--,-103.73,,,,,,,,,,,,,,,,1.78亿,3.41亿,2.00亿,1.81亿,1.86亿,2.40亿,1.65亿,1.77亿,1.85亿,,,,,,,,,,,,,,,,-25.80,-55.53,-40.27,-3.03,4.51,-29.78,-17.32,-2.03,-0.18,
sh600644,,,,,,,,,,,,,,,8113万,-3487万,2953万,3111万,4277万,-6056万,1653万,4146万,7843万,,,,,,,,,,,,,,,,311.80,-159.38,-7.80,-76.64,-47.28,--,-44.03,33.26,83.36,,,,,,,,,,,,,,,,4.83亿,5.05亿,4.86亿,5.13亿,4.84亿,5.76亿,5.16亿,5.60亿,5.29亿,,,,,,,,,,,,,,,,14.84,9.35,5.31,12.49,0.16,14.07,6.20,9.31,9.41,
sh600293,,,,,,,,,,,,,,,1679万,1.58亿,6555万,1.16亿,9543万,1.27亿,1.06亿,1.08亿,6088万,,,,,,,,,,,,,,,,--,--,6242.42,3523.13,468.24,-20.12,62.25,-7.31,-36.20,,,,,,,,,,,,,,,,2.82亿,25.3亿,29.2亿,31.1亿,30.5亿,29.7亿,30.8亿,43.9亿,17.3亿,,,,,,,,,,,,,,,,20.32,819.15,1112.47,936.28,981.62,17.29,5.50,40.99,-43.24,
sz000666,,,,,,,,,,,,,,,1.59亿,1.20亿,2.73亿,2.26亿,3.34亿,3.66亿,1.34亿,1.66亿,2.04亿,,,,,,,,,,,,,,,,18.48,843.64,400.84,7.02,110.68,205.96,-50.84,-26.49,-38.90,,,,,,,,,,,,,,,,26.2亿,33.1亿,21.1亿,24.9亿,23.3亿,28.7亿,17.4亿,26.8亿,25.9亿,,,,,,,,,,,,,,,,7.27,-4.01,10.40,-3.48,-11.05,-13.33,-17.63,7.48,11.07,
sh600687,,,,,,,,,,,,,,,8520万,1.63亿,1.06亿,1.49亿,9350万,1.97亿,1.10亿,-195万,-6127万,,,,,,,,,,,,,,,,75.25,2.02,-48.24,245.06,9.75,20.77,3.99,-101.31,-165.53,,,,,,,,,,,,,,,,21.5亿,34.3亿,20.8亿,18.9亿,12.1亿,30.3亿,23.7亿,30.4亿,20.6亿,,,,,,,,,,,,,,,,48.06,31.12,-10.52,-31.19,-43.77,-11.68,13.98,60.76,70.14,
sz300134,,,,,,,,,,,,,,,-35.6万,7684万,-2210万,-6638万,-2.78亿,-1.45亿,3174万,-5065万,-5068万,,,,,,,,,,,,,,,,-102.17,174.03,-192.51,-373.35,--,-289.09,--,--,--,,,,,,,,,,,,,,,,5.36亿,6.93亿,4.72亿,4.33亿,4.01亿,4.74亿,4.53亿,4.50亿,4.29亿,,,,,,,,,,,,,,,,-0.45,28.12,-17.37,-28.71,-25.16,-31.70,-4.02,3.89,7.04,
sz002560,,,,,,,,,,,,,,,2506万,1461万,470万,425万,165万,142万,613万,711万,1467万,,,,,,,,,,,,,,,,146.21,-22.29,-54.27,-87.11,-93.41,-90.27,30.32,67.17,787.54,,,,,,,,,,,,,,,,5.28亿,4.44亿,2.83亿,4.51亿,4.52亿,4.78亿,3.60亿,5.39亿,7.32亿,,,,,,,,,,,,,,,,34.07,7.79,16.29,9.45,-14.39,7.73,27.02,19.39,61.95,
sz300549,,,,,,,,,,,,,,,1312万,1902万,1931万,2148万,1876万,1616万,1603万,1066万,882万,,,,,,,,,,,,,,,,18.61,30.86,134.45,84.87,42.95,-15.05,-16.99,-50.35,-52.99,,,,,,,,,,,,,,,,9534万,1.04亿,1.13亿,1.28亿,1.09亿,1.11亿,9393万,9956万,9302万,,,,,,,,,,,,,,,,18.67,21.68,47.55,45.76,14.63,6.01,-17.01,-21.95,-14.89,
sz300321,,,,,,,,,,,,,,,873万,999万,401万,563万,531万,954万,28.7万,1135万,639万,,,,,,,,,,,,,,,,43.67,70.02,-38.65,-28.62,-39.15,-4.55,-92.85,101.68,20.21,,,,,,,,,,,,,,,,9861万,1.17亿,1.01亿,1.24亿,1.04亿,1.08亿,9948万,1.29亿,1.11亿,,,,,,,,,,,,,,,,4.43,11.64,3.83,3.41,5.19,-7.38,-1.88,4.66,6.94,
sz300641,,,,,,,,,,,,,,,2727万,2733万,3803万,3809万,2061万,1133万,1782万,2821万,1887万,,,,,,,,,,,,,,,,--,--,1.77,-10.34,-24.42,-58.55,-53.16,-25.93,-8.43,,,,,,,,,,,,,,,,2.46亿,2.53亿,2.88亿,2.95亿,3.13亿,2.75亿,2.91亿,3.11亿,3.24亿,,,,,,,,,,,,,,,,--,--,25.86,13.12,26.81,8.69,1.06,5.22,3.51,
sz000596,,,,,,,,,,,,,,,1.51亿,2.47亿,4.08亿,1.41亿,2.49亿,3.51亿,5.81亿,3.11亿,3.63亿,,,,,,,,,,,,,,,,26.04,14.99,18.53,62.12,64.21,42.10,42.50,120.61,46.14,,,,,,,,,,,,,,,,14.6亿,15.1亿,21.7亿,15.0亿,16.7亿,16.2亿,25.6亿,22.2亿,19.8亿,,,,,,,,,,,,,,,,12.23,22.00,17.88,24.59,14.59,7.48,17.80,48.50,18.25,
sh600206,,,,,,,,,,,,,,,1183万,1878万,960万,2338万,1538万,-480万,233万,3449万,3130万,,,,,,,,,,,,,,,,--,9.03,223.86,63.28,30.06,-125.58,-75.73,47.48,103.44,,,,,,,,,,,,,,,,10.5亿,11.4亿,9.35亿,8.96亿,10.2亿,12.2亿,10.1亿,12.2亿,10.1亿,,,,,,,,,,,,,,,,80.66,36.10,34.25,-2.94,-1.96,7.06,7.47,35.88,-1.25,
sz000607,,,,,,,,,,,,,,,7473万,9807万,-1754万,4866万,5952万,5617万,-1309万,4724万,2694万,,,,,,,,,,,,,,,,49.63,-40.83,--,-28.50,-20.80,-42.44,--,-2.92,-54.74,,,,,,,,,,,,,,,,4.63亿,6.80亿,3.43亿,4.24亿,4.43亿,6.22亿,3.33亿,4.19亿,4.22亿,,,,,,,,,,,,,,,,22.63,29.22,20.97,3.92,-4.85,-7.73,-2.84,-1.20,-4.66,
sh600581,,,,,,,,,,,,,,,-2.38亿,5.89亿,2.73亿,1.29亿,4.64亿,3.03亿,1.44亿,7140万,3.62亿,,,,,,,,,,,,,,,,--,--,--,--,--,-48.60,-47.12,-44.55,-21.97,,,,,,,,,,,,,,,,32.2亿,30.0亿,28.4亿,42.5亿,54.9亿,41.9亿,34.1亿,48.0亿,71.6亿,,,,,,,,,,,,,,,,2.19,121.63,175.40,60.69,70.58,39.51,20.09,13.18,30.54,
sz000848,,,,,,,,,,,,,,,9105万,8636万,1.97亿,3068万,9143万,9452万,2.19亿,3435万,9725万,,,,,,,,,,,,,,,,4.40,-27.33,-19.01,3.09,0.42,9.45,10.99,11.97,6.37,,,,,,,,,,,,,,,,5.13亿,5.46亿,7.91亿,2.47亿,5.22亿,5.52亿,8.96亿,2.84亿,4.94亿,,,,,,,,,,,,,,,,-8.19,-4.99,-36.92,18.73,1.76,1.10,13.19,14.97,-5.27,
sz002236,,,,,,,,,,,,,,,3.60亿,7.56亿,2.87亿,6.96亿,4.61亿,9.34亿,2.96亿,7.86亿,4.82亿,,,,,,,,,,,,,,,,21.00,23.65,33.26,40.78,28.26,23.63,3.03,12.96,4.39,,,,,,,,,,,,,,,,30.2亿,53.6亿,26.5亿,48.2亿,42.6亿,71.2亿,36.2亿,62.0亿,52.2亿,,,,,,,,,,,,,,,,27.85,26.20,48.57,52.07,41.07,32.85,36.59,28.66,22.50,
sh600066,,,,,,,,,,,,,,,10.4亿,17.7亿,3.16亿,4.89亿,11.0亿,12.3亿,2.95亿,3.22亿,5.81亿,,,,,,,,,,,,,,,,13.26,5.84,-16.46,-42.94,5.40,-30.58,-6.81,-34.17,-47.03,,,,,,,,,,,,,,,,83.9亿,142亿,38.7亿,54.4亿,96.8亿,142亿,46.6亿,73.6亿,73.6亿,,,,,,,,,,,,,,,,-1.77,15.55,-24.54,-33.12,15.38,0.25,20.44,35.14,-24.01,
sh600456,,,,,,,,,,,,,,,-2570万,1.53亿,-3627万,-1603万,2543万,4835万,-829万,4229万,6281万,,,,,,,,,,,,,,,,--,--,--,--,--,-68.40,--,--,146.98,,,,,,,,,,,,,,,,6.37亿,9.66亿,5.59亿,5.83亿,8.67亿,8.68亿,6.95亿,8.85亿,9.98亿,,,,,,,,,,,,,,,,30.30,51.86,57.70,5.41,36.02,-10.15,24.35,51.88,15.07,
sz300638,,,,,,,,,,,,,,,712万,2115万,607万,807万,1100万,1873万,667万,1550万,3560万,,,,,,,,,,,,,,,,--,--,37.12,5.72,54.41,-11.43,9.99,92.22,223.73,,,,,,,,,,,,,,,,8105万,1.33亿,8470万,9480万,1.36亿,2.48亿,2.14亿,3.25亿,3.27亿,,,,,,,,,,,,,,,,--,--,27.45,48.52,67.37,86.56,152.48,243.03,140.92,
sz002542,,,,,,,,,,,,,,,6737万,1.02亿,3847万,4892万,5041万,9876万,4369万,5521万,6378万,,,,,,,,,,,,,,,,17.17,8.66,10.13,11.48,-25.18,-3.52,13.58,12.86,26.52,,,,,,,,,,,,,,,,5.73亿,8.10亿,4.10亿,5.21亿,6.57亿,12.0亿,5.74亿,8.56亿,8.88亿,,,,,,,,,,,,,,,,29.26,24.14,-4.72,5.60,14.68,48.69,39.96,64.22,35.10,
sz000998,,,,,,,,,,,,,,,-5495万,4.01亿,2.31亿,265万,-7359万,6.11亿,2.25亿,-6728万,-8030万,,,,,,,,,,,,,,,,--,11.66,47.79,--,--,52.45,-2.84,-2636.85,--,,,,,,,,,,,,,,,,1.90亿,12.5亿,8.20亿,2.84亿,1.55亿,19.3亿,8.14亿,5.35亿,1.08亿,,,,,,,,,,,,,,,,125.83,10.19,24.83,43.33,-18.35,53.93,-0.69,88.30,-30.56,
sz002820,,,,,,,,,,,,,,,2726万,1436万,3109万,1937万,2739万,1475万,2921万,1639万,2536万,,,,,,,,,,,,,,,,--,-4.73,1.89,-1.30,0.48,2.69,-6.06,-15.41,-7.43,,,,,,,,,,,,,,,,1.21亿,9583万,1.51亿,1.02亿,1.32亿,1.01亿,1.55亿,1.02亿,1.26亿,,,,,,,,,,,,,,,,--,-0.06,8.35,0.30,9.29,5.69,2.66,0.41,-4.60,
sh600776,,,,,,,,,,,,,,,1734万,2429万,1874万,3732万,1296万,4919万,2064万,3566万,2040万,,,,,,,,,,,,,,,,-19.42,-66.17,11.22,12.56,-25.27,102.57,10.13,-4.44,57.47,,,,,,,,,,,,,,,,6.22亿,1.16亿,4.41亿,5.78亿,5.78亿,8.41亿,5.00亿,5.58亿,5.04亿,,,,,,,,,,,,,,,,18.02,-89.64,-27.51,-9.01,-7.02,625.12,13.36,-3.39,-12.78,
sh600864,,,,,,,,,,,,,,,8788万,7451万,1.06亿,1.49亿,6649万,3632万,3012万,-1.45亿,-1.26亿,,,,,,,,,,,,,,,,62.04,-9.46,40.60,39.42,-24.35,-51.25,-71.66,-197.25,-289.54,,,,,,,,,,,,,,,,3.98亿,6.82亿,7.48亿,5.41亿,4.41亿,8.32亿,8.22亿,6.44亿,4.13亿,,,,,,,,,,,,,,,,-36.79,-25.54,-1.88,0.12,10.89,21.97,9.87,19.02,-6.39,
sz300242,,,,,,,,,,,,,,,3423万,3470万,6565万,3979万,4838万,3925万,2504万,2403万,-1589万,,,,,,,,,,,,,,,,399.14,-8.46,12.52,-27.55,41.33,13.11,-61.86,-39.59,-132.83,,,,,,,,,,,,,,,,7.84亿,7.40亿,6.80亿,6.19亿,7.54亿,6.53亿,9.12亿,13.3亿,16.4亿,,,,,,,,,,,,,,,,185.76,193.74,18.30,-14.70,-3.78,-11.69,34.23,114.49,117.06,
