code,name,pe,2018_profit,2017_profit,,2016_profit,,2015_profit,,2014_profit
122,鳄鱼恤,750,0,86.87,-100.02%,-566000,-1040349.95%,54.41,-50.08%,109
872,启迪国际,-4.36,0,-80.85,,-40.36,,-199,,-136
147,国际商业结算,-26.667,-61.09,-81.09,,-287,,-228,,0
1150,米兰站,-2.423,0,-81.29,,-74.07,,-47.79,,-53.44
550,先传媒,-19.872,0,-81.53,,-16.21,,-19.81,,120
3833,新疆新鑫矿业,-2.375,0,-82.55,,-259,,-1005,,25.59
472,新丝路文旅,0,0,-83.34,,-71.63,,-34.5,,-224
923,综合环保集团,-4.545,-60.88,-84.3,,-112,,-167,,0
391,美亚娱乐资讯,-20,-46.19,-84.41,,-73.51,,-40.27,,0
1182,胜龙国际,-1.615,-22.47,-85.12,,-132,,-38.37,,0
167,IDT INT'L,-5.8,0,-85.7,,-62,,-57.2,,0
812,西证国际证券,25.833,0,4.09,-102.45%,-167,-1390.57%,12.94,#DIV/0!,0
528,金达控股,8.22,0,-3.1,-103.35%,92.62,-43.52%,164,9.33%,150
860,奥立仕控股,-78.462,0,-88.14,,11.45,,-215,,-1147
674,文化地标投资,-1.226,-4.78,-88.35,,-133,,-472,,0
622,威华达控股,4.734,0,86.31,-107.59%,-1137,-231.60%,864,32.31%,653
2883,中海油田服务,25.874,0,1428,-112.56%,-11368,-796.57%,1632,-80.63%,8426
1195,京维集团,-5.571,0,-91.5,,-49.02,,18.67,,0
362,中国天化工,-2.703,0,-91.74,,-444,,-279,,-638
629,悦达矿业,-2.488,0,-92.87,,-55.16,,-195,,-303
1348,滉达富控股,0,-28.37,-93.44,,-72.77,,-517000,,0
713,世界（集团）,-9.31,0,-93.6,,-12.49,,-25.78,,-41.79
899,亚洲资源,-6.389,-128,-94.12,,-91.1,,-245,,0
244,先施,-0.389,-92.86,-94.99,,-183,,-126,,0
1003,欢喜传媒,-25.309,0,-95.16,,-1254,,-84.17,,-12.8
33,亚投金融集团,-6.545,0,-95.36,,-69,,-29.08,,-5.19
1000,北青传媒,0,0,-95.74,,-73.36,,-58.49,,-51.34
1389,美捷汇控股,36.667,9.59,-2.27,-123.70%,9.58,-67.36%,29.35,#DIV/0!,0
1327,时间由你,-0.248,0,-96.98,,-339,,129,,161
351,亚洲能源物流,-4.333,0,-97.4,,-433,,-344,,-242
1058,粤海制革,0,0,-98.88,,-39.97,,-38.89,,5.29
969,华联国际,0,0,-101,,-660,,-704,,-266
3344,互益集团,-0.216,0,-102,,-350,,-962,,-181
6899,联众,4.54,0,-36.6,-125.07%,146,5.04%,139,24.11%,112
196,宏华集团,-6.526,0,-103,,-610,,-42.6,,396
1468,英裘控股,-7.057,-543322,-103,,-93.35,,38.07,,0
491,汉传媒,-2.083,0,-104,,-16.6,,-80.65,,-64.43
375,YGM TRADING,0,-72.83,-105,,-113,,50.41,,0
515,达进东方照明,-0.58,0,-106,,-89.95,,-84,,-113
1143,华夏健康产业,0,0,-108,,-71.67,,-26.96,,-20.14
6133,维太移动,0,0,-108,,19.06,,217,,0
169,万达酒店发展,-63.846,0,-109,,405,,764,,-123
273,民信金控,9.059,0,217,-127.36%,-793,-427.69%,242,-67.47%,744
1046,寰宇国际金融,0,0,-112,,-168,,198,,-18.47
1046,寰宇国际金融,0,0,-112,,-168,,198,,-18.47
1046,寰宇国际金融,0,0,-112,,-168,,198,,-18.47
1046,寰宇国际金融,0,0,-112,,-168,,198,,-18.47
84,宝光实业,-1.923,-100,-115,,-94.94,,218,,0
1371,华彩控股,-3.714,0,-116,,-382,,-305,,490
2366,星美文化旅游,0,0,-119,,74.36,,55.58,,-568
707,协盛协丰,-65,0,-119,,31.09,,-5.01,,23.26
518,同得仕（集团）,-4.839,-42.35,-120,,-65.53,,191,,0
231,平安证券集团控股,-4.813,0,-121,,-33.35,,-274,,-723
1227,国盛投资,-0.076,0,-124,,-114,,-313,,-113
145,香港建屋贷款,-0.132,0,-125,,-139,,-779,,-193
1210,克莉丝汀,0,0,-125,,-119,,-146,,-136
1189,珀丽酒店,0,0,-128,,-92.53,,-120,,376
238,长兴国际,-5.625,0,-128,,-79.63,,-78.54,,-15.49
1450,世纪睿科,0,0,-130,,71.51,,65.92,,120
93,TERMＢRAY IND,-2.236,91.91,-130,,-407,,-149,,0
93,TERMＢRAY IND,-2.236,91.91,-130,,-407,,-149,,0
93,TERMＢRAY IND,-2.236,91.91,-130,,-407,,-149,,0
93,TERMＢRAY IND,-2.236,91.91,-130,,-407,,-149,,0
1072,东方电气,21,0,620,-131.06%,-1996,-619.79%,384,-71.04%,1326
712,卡姆丹克太阳能,-0.247,0,-131,,-1008,,-435,,-90.32
1357,美图公司,0,0,-134,,-652,,0,,0
235,中策集团,1.56,0,178,-134.36%,-518,-174.75%,693,81.89%,381
2178,百勤油服,-1.211,0,-138,,-417,,-344,,-398
582,蓝鼎国际（六万）,-54.086,0,-140,,-1315,,-1089,,-344
419,华谊腾讯娱乐,-4.933,0,-141,,-139,,-128,,26.3
1020,华耐控股,-1.509,0,-142,,-142,,-279,,-182
3889,大成糖业,-0.264,0,-143,,-254,,-747,,-1082
476,中国动力控股,-3.515,-272,-143,,-145,,-60.71,,0
1323,NEWTREE GROUP,-2.685,-27.35,-145,,-296,,-257,,0
861,神州控股,7.018,0,-47.82,-134.65%,138,-88.62%,1213,6.22%,1142
1515,华润凤凰医疗,35.514,0,560,-138.57%,-1452,-685.48%,248,-21.77%,317
630,隽泰控股,-5.833,0,-148,,-18.46,,-18.37,,-48.29
559,德泰新能源集团,-0.327,0,-150,,-557,,-30.36,,-85.57
3368,百盛集团,15.484,0,83.66,-141.42%,-202,113.82%,-94.47,-129.07%,325
3933,联邦制药,116.176,0,68.95,-144.48%,-155,-165.96%,235,-64.61%,664
631,三一国际,384.286,0,315,-144.49%,-708,-2078.76%,35.78,-79.55%,175
612,中国投资基金公司,-116.634,0,-155,,-123,,-92.7,,-35.6
444,SINCEREWATCH HK,-3.143,-58.35,-155,,-126,,49.24,,0
24,宝威控股,-10.769,0,-155,,-128,,-75.44,,48.53
65,弘海高新资源,0,0,-156,,-93.81,,-205,,-77.46
139,中国软实力,-0.385,0,-156,,-1215,,-1275,,0
1259,中国儿童护理,-2.356,0,-157,,-106,,-49.26,,215
146,TAI PING CARPET,0,0,-159,,871000,,36.18,,55.7
482,圣马丁国际,0,0,-167,,-92.74,,-97.94,,-256
1094,中国公共采购,-1.107,0,-171,,-202,,-1084,,-663
569,中国自动化,-9.836,0,-175,,-423,,-131,,79.42
399,领航医药生物科技,-2.781,-231,-178,,-241,,-457,,0
2882,香港资源控股,-3.333,0,-180,,-106,,-93.09,,-141
1616,银仕来控股,121.818,0,-29.26,-148.16%,60.76,147.70%,24.53,-13.63%,28.4
851,盛源控股,-48.8,0,-182,,-15.03,,-31.73,,-2.65
1856,依波路,-39.706,0,-183,,-143,,-6.75,,79.05
261,中建置地,0,0,-183,,-154,,-76,,-43
721,中国金融国际,-3.911,0,-184,,-491,,-1.61,,-216
1096,中能国际控股,-0.303,0,-184,,-229,,-477,,-119
1613,协同通信,-0.431,-540,-184,,-456,,86.33,,0
198,星美控股,82.258,0,-253,-151.32%,493,10.29%,447,10.10%,406
223,易生活控股,1.246,-144,-153,-155.84%,274,-326.45%,-121,#DIV/0!,0
30,万隆控股集团,-12,-184398,-189,,-41.43,,-118,,0
326,中国星集团,1.634,0,174,-156.49%,-308,-324.82%,137,-39.65%,227
6833,兴科蓉医药,0,0,-195,,25.57,,86.64,,0
578,融信资源,-0.155,0,-197,,-264,,-385,,-378
3773,年年卡,7.103,0,-19.73,-156.94%,34.65,-10.07%,38.53,#DIV/0!,0
1137,香港电视,-2.61,0,-204,,-257,,-812,,-237
276,蒙古能源,-0.381,-145,-205,,-553,,-6868,,0
6828,北京燃气蓝天,166.667,0,-59.84,-160.14%,99.5,5136.84%,1.9,-102.70%,-70.48
241,阿里健康,-285.357,-95.15,-207,,-197,,-104,,0
2309,伯明翰环球,-0.942,0,-207,,-60.03,,-7.88,,0
378,五龙动力,-0.371,-1029,-208,,-1971,,-1896,,0
162,世纪金花,22.917,143,-191,-163.67%,300,48.51%,202,#DIV/0!,0
1557,剑虹集团控股,14.887,-27.67,-33.46,-164.72%,51.7,#DIV/0!,0,#DIV/0!,0
500,先丰服务集团,-11.983,0,-221,,-199,,-116,,-134
1386,国投集团控股,-5.086,-146,-221,,-146,,-85.5,,0
678,云顶香港,-2.854,0,-227,,-496,,2114,,398
110,中国长远,0,0,-228,,-107,,-28.65,,-30.39
353,能源国际投资,-1.506,0,-232,,-248,,-635,,-911
48,中国汽车内饰,0,0,-233,,-134,,170,,32.22
910,中国三迪,5.056,252,-131,-166.84%,196,-154.90%,-357,#DIV/0!,0
3963,融众金融,0,-335,-237,,74.18,,0,,0
44,香港飞机工程,11.796,0,-89,-170.08%,127,-69.40%,415,-18.47%,509
228,中能控股,-0.563,0,-242,,-165,,-1284,,-40.24
2383,ＴＯＭ集团,-30.563,0,-246,,-218,,-143,,-5.35
526,利时集团控股,140,195,66.98,-179.74%,-84,-197.74%,85.94,#DIV/0!,0
947,摩比发展,6.794,0,-60.98,-184.74%,71.96,-26.99%,98.56,-7.89%,107
205,财讯传媒,-0.17,0,-255,,-11.4,,-202,,-119
1192,泰山石化,-1.538,0,-259,,1895,,-243,,3778
931,中国天然气,182.857,0,-136,-187.74%,155,-61.44%,402,14.53%,351
348,中国智能健康,-5.5,-195,-264,,-94.04,,16.96,,0
1432,中国圣牧,3.533,0,-832,-187.95%,946,-13.05%,1088,22.52%,888
1301,德基科技控股,14.286,0,24.74,-193.96%,-26.33,-156.24%,46.82,#DIV/0!,0
1369,五洲国际,-0.387,0,-281,,534,,-345,,843
1262,蜡笔小新食品,-1.676,0,-287,,-622,,-329,,30.68
432,盈大地产,-12.096,0,-288,,-357,,-88,,381
1039,鑫网易商,-1.454,0,-289,,-150,,-622,,0
2349,中国城市基础设施,0,0,-290,,-389,,-146,,122
1080,胜利管道,-1.576,0,-294,,-265,,-345,,-232
1159,集美国际娱乐,0,0,-298,,-50.56,,-23.03,,-17.74
985,网智金控,-2.063,-10.74,-305,,-68.16,,27.58,,0
827,玖源集团,-4.344,0,-308,,-277,,-65.42,,-448
260,幸福控股,-1.436,0,-310,,-264,,-267,,-58.8
801,金卫医疗,-3.024,-298,-312,,41.11,,289,,0
1004,中国智慧能源,-24.737,-34.53,-318,,-240,,-247,,0
232,中国航空工业国际,-1.831,0,-321,,-743,,191,,6.44
1188,正道集团,-3.5,0,-325,,-359,,-355,,-407
2700,格林国际控股,-1.49,0,-327,,-137,,-206,,-98.06
1082,香港教育国际,0,0,-330,,-145,,34.08,,-66.31
1224,中渝置地,3.346,0,303,-204.48%,-290,-108.72%,3324,34.09%,2479
164,中国宝力科技,-6.4,-302,-341,,-70.78,,-51.84,,0
1269,首控集团,-340,0,-343,,276,,-24.32,,5.01
313,裕田中国,-2.267,-382,-344,,-340,,-208,,0
91,标准资源控股,-0.106,0,-351,,-443,,-478,,-138
376,云锋金融,-22.115,0,-367,,-317,,-79.19,,759
227,第一上海,5.729,0,61.33,-209.32%,-56.1,-144.52%,126,-33.68%,190
360,新焦点,-11.724,0,-371,,-146,,-103,,-26.38
9,九号运通,-0.662,0,-376,,-219,,-681,,-174
675,坚宝国际,1000,0,9.15,-210.24%,-8.3,-100.00%,204936,1774237.66%,11.55
1218,永义国际,2.676,320,-220,-211.68%,197,-19.26%,244,#DIV/0!,0
893,中国铁钛,-0.248,0,-415,,-802,,-1010,,-501
282,壹传媒,-1.821,-485,-416,,-355,,217,,0
1919,中远海控,98.182,0,5664,-212.36%,-5041,-235.15%,3730,257.62%,1043
650,ＩＤＧ能源,-105.455,23.03,-434,,-3.78,,-235,,0
1680,澳门励骏,-31.667,0,-434,,-257,,-273,,474
1121,宝峰时尚,-16.897,0,-438,,-310,,-19.85,,-30.21
36,远东控股国际,7.397,0,81.77,-223.35%,-66.29,-188.81%,74.64,199.28%,24.94
1097,有线宽频,-0.821,0,-444,,-312,,-242,,-139
632,东方明珠石油,-0.227,0,-447,,-16.77,,-25.5,,-34.37
585,意马国际,-5.461,0,-449,,-408,,-81.24,,3.46
197,亨泰,-1.536,0,-452,,-265,,-71.77,,-681
508,鼎亿集团投资,-5.913,-200,-458,,-506,,-747,,0
745,中国国家文化产业,1.313,-407,-279,-241.62%,197,-240.71%,-140,#DIV/0!,0
80,中国新经济投资,0,0,-486,,73.05,,-204,,163
3983,中海石油化学,12.512,0,490,-248.48%,-330,-129.18%,1131,900.88%,113
983,瑞安建业,-0.937,0,-536,,-1362,,-1041,,-1345
547,数字王国,-8.75,0,-544,,-503,,-174,,30.55
1031,金利丰金融,20,1607,1782,-258.97%,-1121,12.78%,-994,#DIV/0!,0
263,高富集团控股,0,0,-566,,-991,,441,,151
891,利邦,-2.688,0,-579,,-421,,-118,,173
2324,首都创投,-0.279,0,-585,,-256,,1303,,0
1246,毅信控股,-11.875,-231,-590,,-200,,108,,0
402,天下图控股,-1.833,0,-610,,-582,,-91.45,,-323
913,合一投资,0,0,-613,,-402,,146,,268
651,中海重工,-0.902,0,-624,,-366,,-527,,-634
1400,宏太控股,0,0,-632,,-235,,-10.97,,113
1120,雅视光学,0,0,-658,,844,,-36,,-94.12
952,华富国际,51.765,0,-59.09,-260.88%,36.73,-8.95%,40.34,#DIV/0!,0
210,达芙妮国际,-1.652,0,-689,,-819,,-498,,262
1370,恒实矿业,32.787,0,-259,-263.92%,158,-160.31%,-262,-166.16%,396
729,五龙电动车,-9.167,-3163,-742,,-889,,-567,,0
221,易易壹金融,3.054,-166,-148,-278.66%,82.84,-63.02%,224,#DIV/0!,0
766,中盈集团控股,-0.618,-25.08,-769,,-195,,-560,,0
1101,华荣能源,-0.031,0,-812,,-1173,,-4989,,-6058
215,和记电讯香港,19.931,0,-1869,-301.40%,928,-35.10%,1430,5.30%,1358
2038,富智康集团,8.467,0,-496,-328.57%,217,-25.17%,290,8.21%,268
493,国美电器,9.529,0,-402,-349.69%,161,-88.21%,1366,3.17%,1324
397,君阳金融,-0.763,0,-922,,-916,,-185,,252
959,奥玛仕国际,-1.906,-50.52,-989,,-48.97,,-41.37,,0
1555,ＭＩ能源,-0.408,0,-1012,,-458,,-1705,,773
1185,中国航天万源,14.059,0,-238,-359.57%,91.69,22.50%,74.85,-20.61%,94.28
1141,天顺证券,-2.27,0,-1036,,-1931,,551,,0
809,大成生化科技,-0.144,0,-1049,,-2082,,-2265,,-3713
904,中绿,-0.02,0,-1055,,-1783,,-22.74,,-243
1393,恒鼎实业,-0.191,0,-1075,,-1000,,-2349,,-1354
372,德祥企业,1.643,-32.71,-1294,-396.79%,436,80.91%,241,#DIV/0!,0
897,位元堂,3.784,-115,-96.36,-431.48%,29.07,-75.78%,120,#DIV/0!,0
293,国泰航空,-83.288,0,-1449,,-525,,6664,,4435
1068,雨润食品,-0.667,0,-1641,,-1949,,-2530,,166
1059,看通集团,0,0,-1756,,-17.75,,12.87,,4.76
269,中国资源交通,-0.099,-1401,-1793,,-3869,,-1888,,0
757,阳光能源,20.167,0,252,-439.21%,-74.29,-148.56%,153,-10.53%,171
845,恒盛地产,-0.699,0,-2013,,-4850,,-3888,,-2636
479,华建控股,14.333,0,-61.05,-478.49%,16.13,-125.75%,-62.64,15.51%,-54.23
682,超大现代,-0.068,0,-3244,,-4068,,-6697,,-1879
474,昊天发展集团,0,-538,-3687,,723,,1846,,0
92,CHAMPION TECH,-106.25,0,-4805,,-38.7,,15.51,,5.3
1053,重庆钢铁股份,-0.726,0,-6777,,-5384,,-9285,,-2843
623,中视金桥,7.529,0,138,-544.44%,-31.05,-118.05%,172,-59.43%,424
1033,中石化油服,-1120,0,-10370,,-16095,,89.42,,610
1549,永丰集团控股,-35.833,0,-143000,,-3.04,,0,,0
188,新华汇富金融,-7,0,-647000,,-71.86,,11.63,,32.02
6888,英达公路再生科技,5.902,0,-272,-593.56%,55.11,-29.00%,77.62,18.47%,65.52
2319,蒙牛乳业,34.801,0,2625,-669.41%,-461,-115.21%,3030,13.74%,2664
3303,巨涛海洋石油服务,39.75,0,28.8,-855.91%,-3.81,-114.16%,26.9,-43.96%,48
3882,天彩控股,2.164,0,-470,-862.49%,61.64,-75.73%,254,#DIV/0!,0
133,招商局中国基金,4.751,0,169,-877.37%,-21.74,-137.32%,58.25,-70.73%,199
32,港通控股,8.034,0,705,-957.35%,-82.23,-152.38%,157,158.69%,60.69
763,中兴通讯,15.776,0,6719,-974.87%,-768,-117.84%,4304,21.65%,3538
172,金榜集团,2.667,-305,-1409,-1227.20%,125,6.84%,117,#DIV/0!,0
69,香格里拉（亚洲）,42.763,0,178,-1427.37%,-13.41,-108.76%,153,-32.00%,225
720,意达利控股,16.4,0,91.51,-1451.70%,-6.77,-118.12%,37.36,-14.99%,43.95
883,中国海洋石油,22.81,0,37050,-1636.07%,-2412,-113.82%,17456,-78.43%,80915
1278,中国新城镇,31.25,0,567,-1903.44%,-31.44,-161.19%,51.38,-107.68%,-669
2100,百奥家庭互动,12.273,0,-51.73,-2766.49%,1.94,-96.55%,56.3,-71.85%,200
496,卡森国际,19.884,0,-188,-2974.62%,6.54,-97.18%,232,93.33%,120
208,保利达资产,60,0,269,-5763.16%,-4.75,-96.65%,-142,-18.39%,-174
